epoch,loss,sup,unsup,contra,mask,st_acc,te_acc,best_acc,lr,ema
39,-0.8582232762605716,0.9673058596941141,0.07493165684625125,-1.9004607964784672,0.30088141025641024,0.587125,0.566125,0.603,0.00014892679883236765,0.998852566213879
40,-0.8589787582556406,0.9641624513344887,0.08375309613079597,-1.9068943032851586,0.31850961538461536,0.605875,0.56175,0.605875,0.00012580800065610593,0.9990450849718747
41,-0.869009303740966,0.9524129552718921,0.08387387620332913,-1.9052961285297687,0.3157051282051282,0.60275,0.57275,0.605875,0.00010453658778440107,0.9992216396275101
42,-0.8634173717254248,0.9497602352729211,0.09836827887174411,-1.9115458910281842,0.33373397435897434,0.597625,0.574,0.605875,8.521619240256916e-05,0.9993815334002193
43,-0.8847949481927432,0.9423887569170731,0.09185400538337536,-1.9190377165109684,0.3307291666666667,0.603625,0.558,0.605875,6.794094153483125e-05,0.9995241352623301
44,-0.8898712060390375,0.9417388485028193,0.08725509611077797,-1.918865142724453,0.32011217948717946,0.60825,0.554875,0.60825,5.279499846691263e-05,0.9996488824294413
45,-0.8873260563764817,0.9373606848411071,0.09406491961234655,-1.9187516600657732,0.3265224358974359,0.606,0.5615,0.60825,3.9852152710975386e-05,0.9997552825814757
46,-0.8791919847329458,0.9389937802767142,0.10327963368632855,-1.921465399937752,0.3389423076923077,0.60725,0.557,0.60825,2.917546051053226e-05,0.9998429158056431
47,-0.9045611085035862,0.9247956627454513,0.09708933131052898,-1.9264461000760396,0.34354967948717946,0.607125,0.553125,0.60825,2.0816937636766185e-05,0.9999114362536434
48,-0.8890915077466232,0.9319850947612371,0.09912556734604713,-1.920202171191191,0.32992788461538464,0.605625,0.559125,0.60825,1.4817305972922726e-05,0.9999605735065724
49,-0.9070375171991495,0.9224724402794471,0.09550047427033767,-1.925010438148792,0.33994391025641024,0.60575,0.553375,0.60825,1.1205795121387023e-05,0.9999901336421414
